satisfaction_level,number_project,average_montly_hours,time_spend_company,left,promotion_last_5years,sales,salary
0.43,2,131,3,1,0,accounting,low
0.11,6,243,4,1,0,hr,low
0.91,5,244,6,1,0,hr,low
0.8,5,260,5,1,0,hr,low
0.42,2,139,3,1,0,hr,low
0.31,4,184,3,1,0,technical,low
0.44,2,130,3,1,0,technical,low
0.38,2,135,3,1,0,technical,medium
0.45,2,146,3,1,0,technical,medium
0.43,2,149,3,1,0,technical,medium
0.45,2,153,3,1,0,technical,medium
0.43,2,160,3,1,0,technical,medium
0.43,2,160,3,1,0,technical,medium
0.09,6,282,4,1,0,technical,medium
0.43,2,128,3,1,0,technical,medium
0.79,4,232,5,1,0,technical,medium
0.85,3,226,2,1,0,support,medium
0.38,2,129,3,1,0,support,medium
0.11,7,255,4,1,0,support,medium
0.83,5,258,5,1,0,support,high
0.81,4,229,5,1,0,support,low
0.42,2,143,3,1,0,support,medium
0.11,6,257,4,1,0,support,medium
0.11,7,275,4,1,0,support,medium
0.1,7,291,4,1,0,support,medium
0.5,5,153,4,1,0,support,low
0.44,2,154,3,1,0,support,low
0.11,6,301,4,1,0,technical,low
0.39,2,134,3,1,0,technical,low
0.11,6,245,4,1,0,technical,low
0.36,2,132,3,1,0,management,low
0.43,2,130,3,1,0,IT,low
0.4,2,127,3,1,0,IT,low
0.86,4,246,6,1,0,IT,low
0.38,2,145,3,1,0,IT,low
0.46,2,138,3,1,1,IT,low
0.37,2,129,3,1,0,product_mng,low
0.43,2,150,3,1,0,product_mng,low
0.66,5,253,5,1,0,product_mng,low
0.37,2,160,3,1,0,product_mng,low
0.77,5,235,5,1,0,IT,low
0.38,2,151,3,1,0,sales,low
0.39,2,127,3,1,0,sales,low
0.41,2,151,3,1,0,sales,low
0.1,7,290,4,1,0,sales,low
0.09,6,249,4,1,0,sales,low
0.41,2,131,3,1,0,marketing,medium
0.39,2,159,3,1,0,sales,medium
0.83,4,223,5,1,0,accounting,medium
0.09,3,214,2,1,0,support,medium
0.75,5,227,5,1,0,technical,medium
0.44,2,127,3,1,0,management,medium
0.1,6,293,5,1,0,marketing,medium
0.42,2,141,3,1,0,marketing,medium
0.1,6,300,4,1,0,marketing,medium
0.1,6,309,4,1,0,sales,medium
0.31,4,149,3,1,0,sales,medium
0.42,2,159,3,1,0,sales,medium
0.38,2,152,3,1,0,sales,high
0.39,2,158,3,1,0,sales,low
0.1,6,254,5,1,0,sales,medium
0.11,6,294,4,1,0,sales,medium
0.1,7,269,4,1,0,sales,medium
0.11,7,247,4,1,0,sales,medium
0.44,3,271,4,1,0,sales,low
0.91,4,232,5,1,0,sales,low
0.72,4,245,5,1,0,sales,low
0.36,2,132,3,1,0,sales,low
0.44,2,131,3,1,0,sales,low
0.85,5,248,5,1,0,sales,low
0.78,5,225,5,1,0,sales,low
0.39,2,156,3,1,0,sales,low
0.78,3,222,2,1,0,sales,low
0.1,6,243,4,1,0,sales,low
0.23,4,204,4,1,0,accounting,low
0.11,6,301,4,1,0,accounting,low
0.9,5,259,5,1,0,accounting,low
0.91,4,247,5,1,0,hr,low
0.11,7,295,4,1,0,hr,low
0.43,2,150,3,1,0,hr,low
0.45,2,151,3,1,0,hr,low
0.11,5,291,4,1,0,technical,low
0.11,6,253,4,1,0,technical,low
0.43,2,161,3,1,0,technical,low
0.91,4,251,6,1,0,technical,low
0.43,2,153,3,1,0,technical,medium
0.85,5,264,6,1,0,technical,medium
0.1,6,310,4,1,0,technical,medium
0.81,5,266,5,1,0,technical,medium
0.36,4,237,2,1,0,technical,medium
0.45,2,138,3,1,0,technical,medium
0.86,5,227,5,1,0,technical,medium
0.71,4,300,5,1,0,support,medium
0.11,7,310,4,1,0,support,medium
0.84,5,236,5,1,0,support,medium
0.09,7,288,4,1,0,support,medium
0.38,2,127,3,1,0,support,medium
0.15,6,139,4,1,0,support,high
0.1,7,253,4,1,0,support,low
0.8,4,218,5,1,0,support,medium
0.84,5,251,5,1,0,support,medium
0.11,6,264,4,1,0,support,medium
0.89,3,149,2,1,0,support,medium
0.45,2,138,3,1,0,technical,low
0.11,7,284,4,1,0,technical,low
0.74,5,244,5,1,0,technical,low
0.41,2,128,3,1,0,management,low
0.44,2,154,3,1,0,IT,low
0.37,2,138,3,1,0,IT,low
0.11,6,308,4,1,0,IT,low
0.1,6,269,4,1,0,IT,low
0.7,6,136,3,1,0,IT,low
0.59,2,160,5,1,0,product_mng,low
0.38,2,138,3,1,0,product_mng,low
0.72,4,220,5,1,0,product_mng,low
0.73,5,274,5,1,0,product_mng,low
0.39,2,161,3,1,0,IT,low
0.89,5,224,6,1,0,RandD,low
0.89,4,260,5,1,0,RandD,low
0.11,6,300,4,1,0,RandD,low
0.43,2,133,3,1,0,RandD,low
0.09,6,308,4,1,0,RandD,low
0.81,5,238,6,1,0,marketing,low
0.37,2,126,3,1,0,sales,low
0.36,2,138,3,1,0,accounting,medium
0.11,6,299,4,1,0,support,medium
0.1,6,254,4,1,0,technical,medium
0.66,7,156,2,1,0,management,medium
0.39,2,152,3,1,0,marketing,medium
0.44,2,146,3,1,0,marketing,medium
0.1,6,253,4,1,0,marketing,medium
0.79,5,227,6,1,0,sales,medium
0.1,6,301,4,1,0,sales,medium
0.54,6,294,3,1,0,sales,medium
0.37,2,151,3,1,0,sales,medium
0.37,2,128,3,1,0,sales,medium
0.82,5,217,5,1,0,sales,high
0.45,2,160,3,1,0,sales,low
0.79,5,263,5,1,0,sales,medium
0.42,2,156,3,1,0,sales,medium
0.1,6,273,4,1,0,sales,medium
0.11,6,303,4,1,0,sales,medium
0.74,4,253,5,1,0,sales,low
0.1,6,270,4,1,0,sales,low
0.79,4,218,5,1,0,sales,low
0.43,2,144,3,1,0,sales,low
0.41,2,154,3,1,0,sales,low
0.39,2,146,3,1,0,sales,low
0.1,6,260,4,1,0,sales,low
0.82,5,218,5,1,0,sales,low
0.41,2,128,3,1,0,accounting,low
0.42,2,128,3,1,0,accounting,low
0.74,4,248,6,1,0,accounting,low
0.38,2,152,3,1,0,hr,low
0.39,2,126,3,1,0,hr,low
0.87,4,260,5,1,0,hr,low
0.1,5,263,4,1,0,hr,low
0.78,5,220,5,1,0,technical,low
0.14,7,282,5,1,0,technical,low
0.11,6,277,5,1,0,technical,low
0.91,5,257,5,1,0,technical,low
0.49,6,265,3,1,0,technical,low
0.38,2,143,3,1,0,technical,low
0.82,5,263,5,1,0,technical,medium
0.38,3,154,4,1,0,technical,medium
0.89,5,253,5,1,0,technical,medium
0.11,6,294,4,1,0,technical,medium
0.37,2,128,3,1,0,technical,medium
0.38,2,153,3,1,0,support,medium
0.78,5,256,5,1,0,support,medium
0.41,2,127,3,1,0,support,medium
0.41,2,137,3,1,0,support,medium
0.11,6,295,4,1,0,support,medium
0.11,6,281,4,1,0,support,medium
0.43,2,131,3,1,0,support,medium
0.75,5,237,5,1,0,support,high
0.74,4,276,5,1,0,support,low
0.85,5,267,5,1,0,support,medium
0.73,5,266,5,1,0,support,medium
0.1,6,294,4,1,0,technical,medium
0.44,2,134,3,1,0,technical,medium
0.3,3,309,4,1,0,technical,low
0.11,7,273,4,1,0,management,low
0.84,5,238,5,1,0,IT,low
0.78,5,271,6,1,0,IT,low
0.43,2,145,3,1,0,IT,low
0.36,2,152,3,1,0,IT,low
0.43,2,128,3,1,0,IT,low
0.45,2,142,3,1,0,product_mng,low
0.76,5,238,5,1,0,product_mng,low
0.1,7,286,4,1,0,product_mng,low
0.09,6,291,4,1,0,product_mng,low
0.92,5,259,5,1,0,IT,low
0.92,5,248,5,1,0,sales,low
0.79,4,271,5,1,0,sales,low
0.43,2,140,3,1,0,sales,low
0.8,4,274,5,1,0,sales,low
0.44,2,127,3,1,0,sales,low
0.89,5,275,6,1,0,marketing,low
0.48,3,239,3,1,0,sales,low
0.11,6,304,4,1,0,accounting,low
0.38,2,145,3,1,0,support,low
0.11,6,259,4,1,0,technical,medium
0.82,4,264,5,1,0,management,medium
0.37,2,160,3,1,0,marketing,medium
0.4,2,138,3,1,0,marketing,medium
0.43,2,137,3,1,0,marketing,medium
0.44,2,156,3,1,0,sales,medium
0.42,2,147,3,1,0,sales,medium
0.11,7,243,4,1,0,sales,medium
0.78,4,236,5,1,0,sales,medium
0.46,2,212,4,1,0,sales,medium
0.77,5,261,6,1,0,sales,medium
0.83,4,243,5,1,0,sales,medium
0.32,5,271,5,1,0,sales,high
0.9,5,154,4,1,0,sales,low
0.42,2,151,3,1,0,sales,medium
0.1,6,254,4,1,0,sales,medium
0.1,6,285,4,1,0,sales,medium
0.44,2,130,3,1,0,sales,medium
0.1,7,301,4,1,0,sales,low
0.11,6,286,4,1,0,sales,low
0.1,6,246,4,1,0,sales,low
0.39,2,135,3,1,0,sales,low
0.92,4,245,5,1,0,sales,low
0.43,2,136,3,1,0,sales,low
0.11,6,301,4,1,0,accounting,low
0.81,5,235,5,1,0,accounting,low
0.11,7,272,4,1,0,accounting,low
0.87,5,274,5,1,0,hr,low
0.37,2,131,3,1,0,hr,low
0.39,2,135,3,1,0,hr,low
0.61,4,196,4,1,0,hr,low
0.11,6,285,4,1,0,technical,low
0.09,7,289,5,1,0,technical,low
0.36,2,157,3,1,0,technical,low
0.09,6,308,4,1,0,technical,low
0.41,4,301,5,1,0,technical,low
0.4,2,131,3,1,0,technical,low
0.1,6,262,5,1,0,technical,low
0.46,2,143,3,1,0,technical,low
0.39,2,133,3,1,0,technical,medium
0.41,2,153,3,1,0,technical,medium
0.1,7,281,4,1,0,technical,medium
0.39,2,132,3,1,0,support,medium
0.73,5,270,5,1,0,support,medium
0.41,2,150,3,1,0,support,medium
0.37,2,140,3,1,0,support,medium
0.38,2,150,3,1,0,support,medium
0.8,5,180,5,1,0,support,medium
0.09,5,281,4,1,0,support,medium
0.85,4,275,5,1,0,support,medium
0.42,2,130,3,1,0,support,medium
0.41,2,130,3,1,0,support,high
0.38,2,147,3,1,0,support,low
0.72,5,264,5,1,0,technical,medium
0.11,6,290,5,1,0,technical,medium
0.37,2,150,3,1,0,technical,medium
0.1,6,304,4,1,0,management,medium
0.36,2,136,3,1,0,IT,low
0.92,5,307,5,1,0,IT,low
0.11,5,303,4,1,0,IT,low
0.39,2,156,3,1,0,IT,low
0.11,6,271,4,1,0,IT,low
0.45,2,140,3,1,0,product_mng,low
0.44,2,130,3,1,0,product_mng,low
0.85,4,266,6,1,0,product_mng,low
0.43,2,139,3,1,0,product_mng,low
0.75,5,260,5,1,0,IT,low
0.11,2,137,3,1,0,RandD,low
0.36,2,158,3,1,0,RandD,low
0.1,6,249,4,1,0,RandD,low
0.74,5,259,5,1,0,RandD,low
0.4,2,144,3,1,0,RandD,low
0.09,6,244,4,1,0,marketing,low
0.76,4,219,5,1,0,sales,low
0.45,2,151,3,1,0,accounting,low
0.84,4,269,5,1,0,support,low
0.38,2,127,3,1,0,technical,low
0.38,2,144,3,1,0,management,low
0.38,2,157,3,1,0,marketing,medium
0.86,5,224,5,1,0,marketing,medium
0.37,2,155,3,1,0,marketing,medium
0.37,2,131,3,1,0,sales,medium
0.87,4,258,5,1,1,sales,medium
0.11,6,267,4,1,0,sales,medium
0.42,2,141,3,1,0,sales,medium
0.43,2,160,3,1,0,sales,medium
0.09,6,247,4,1,0,sales,medium
0.54,4,260,3,1,0,sales,medium
0.4,2,151,3,1,0,sales,medium
0.36,2,137,3,1,0,sales,medium
0.87,4,256,5,1,0,sales,high
0.75,4,239,5,1,0,sales,low
0.43,2,152,3,1,0,sales,medium
0.43,2,149,3,1,0,sales,medium
0.1,6,284,4,1,0,sales,medium
0.11,7,248,4,1,0,sales,medium
0.44,2,156,3,1,0,sales,low
0.39,2,138,3,1,0,sales,low
0.4,2,155,3,1,0,sales,low
0.92,4,229,6,1,0,sales,low
0.36,2,136,3,1,0,accounting,low
0.86,4,241,5,1,0,accounting,low
0.74,5,258,5,1,0,accounting,low
0.8,3,146,5,1,0,hr,low
0.36,2,145,3,1,0,hr,low
0.42,2,159,3,1,0,hr,low
0.42,2,129,3,1,0,hr,low
0.4,2,142,3,1,0,technical,low
0.46,2,129,3,1,0,technical,low
0.09,6,287,4,1,0,technical,low
0.88,4,275,5,1,0,technical,low
0.1,6,272,4,1,0,technical,low
0.1,6,307,4,1,0,technical,low
0.11,4,295,3,1,0,technical,low
0.84,5,237,5,1,0,technical,low
0.42,2,158,3,1,0,technical,low
0.1,6,266,4,1,0,technical,low
0.1,6,256,4,1,0,technical,medium
0.46,2,158,3,1,0,support,medium
0.09,7,268,4,1,0,support,medium
0.89,4,237,5,1,0,support,medium
0.82,4,273,6,1,0,support,medium
0.11,6,309,4,1,0,support,medium
0.81,5,258,5,1,0,support,medium
0.81,5,233,6,1,0,support,medium
0.77,4,249,6,1,0,support,medium
0.63,3,179,2,1,0,support,medium
0.4,2,128,3,1,0,support,medium
0.86,4,250,6,1,0,support,medium
0.37,2,151,3,1,0,technical,high
0.44,2,132,3,1,0,technical,low
0.74,5,232,6,1,0,technical,medium
0.79,4,229,5,1,0,management,medium
0.09,6,261,4,1,0,IT,medium
0.37,2,129,3,1,0,IT,medium
0.09,6,244,4,1,0,IT,low
0.09,6,258,4,1,0,IT,low
0.1,7,292,5,1,0,IT,low
0.45,2,143,3,1,0,product_mng,low
0.4,2,136,3,1,0,product_mng,low
0.31,6,235,5,1,0,product_mng,low
0.7,2,310,3,1,0,product_mng,low
0.36,2,152,3,1,0,IT,low
0.34,6,157,5,1,0,RandD,low
0.87,5,267,5,1,0,RandD,low
0.11,6,302,4,1,0,RandD,low
0.47,4,133,3,1,0,RandD,low
0.43,2,142,3,1,0,RandD,low
0.43,2,129,3,1,0,marketing,low
0.45,2,136,3,1,0,sales,low
0.74,5,223,5,1,0,accounting,low
0.1,6,244,4,1,0,support,low
0.78,5,243,5,1,0,technical,low
0.9,5,275,3,1,0,management,low
0.53,6,205,4,1,0,marketing,low
0.45,2,154,3,1,0,marketing,low
0.86,4,270,5,1,0,marketing,medium
0.74,4,267,5,1,0,sales,medium
0.09,6,276,4,1,0,sales,medium
0.8,5,244,5,1,0,sales,medium
0.46,2,128,3,1,0,sales,medium
0.86,5,269,6,1,0,sales,medium
0.86,4,238,5,1,0,sales,medium
0.9,4,269,5,1,0,sales,medium
0.87,5,231,6,1,0,sales,medium
0.83,4,267,5,1,0,sales,medium
0.77,4,245,5,1,0,sales,medium
0.77,4,272,5,1,0,sales,medium
0.9,5,254,5,1,0,sales,high
0.73,4,273,5,1,0,sales,low
0.91,4,250,5,1,0,sales,medium
0.36,2,133,3,1,0,sales,medium
0.38,2,150,3,1,0,sales,medium
0.44,2,157,3,1,0,sales,medium
0.73,5,230,5,1,0,sales,low
0.89,5,260,5,1,0,sales,low
0.11,6,275,4,1,0,accounting,low
0.1,7,308,4,1,0,accounting,low
0.37,2,129,3,1,0,accounting,low
0.38,2,134,3,1,0,hr,low
0.42,2,132,3,1,0,hr,low
0.44,2,153,3,1,0,hr,low
0.11,6,262,4,1,0,hr,low
0.09,7,262,4,1,0,technical,low
0.43,2,130,3,1,0,technical,low
0.38,2,156,3,1,0,technical,low
0.11,6,254,4,1,0,technical,low
0.37,2,130,3,1,0,technical,low
0.44,2,139,3,1,0,technical,low
0.72,5,269,5,1,0,technical,low
0.1,7,297,4,1,0,technical,low
0.73,5,249,5,1,0,technical,low
0.09,7,267,4,1,0,technical,low
0.44,2,149,3,1,0,technical,low
0.09,6,251,4,1,0,support,low
0.1,6,306,4,1,0,support,medium
0.11,6,279,4,1,0,support,medium
0.42,2,131,3,1,0,support,medium
0.09,6,260,4,1,0,support,medium
0.72,5,249,5,1,0,support,medium
0.75,4,245,5,1,0,support,medium
0.44,2,138,3,1,0,support,medium
0.11,6,278,4,1,0,support,medium
0.38,2,147,3,1,0,support,medium
0.39,2,131,3,1,0,support,medium
0.1,7,301,4,1,0,technical,medium
0.43,2,141,3,1,0,technical,medium
0.39,2,158,3,1,0,technical,high
0.88,4,235,6,1,0,management,low
0.1,7,261,4,1,0,IT,medium
0.1,5,270,4,1,0,IT,medium
0.11,6,290,4,1,0,IT,medium
0.37,2,149,3,1,0,IT,medium
0.37,2,160,3,1,0,IT,low
0.77,4,150,4,1,0,product_mng,low
0.91,5,218,6,1,0,product_mng,low
0.46,2,155,3,1,0,product_mng,low
0.11,6,291,4,1,0,product_mng,low
0.86,5,265,5,1,0,IT,low
0.87,5,262,6,1,0,sales,low
0.09,6,303,5,1,0,sales,low
0.42,2,132,3,1,0,sales,low
0.82,4,245,5,1,0,sales,low
0.46,2,129,3,1,0,sales,low
0.88,5,226,6,1,0,marketing,low
0.1,6,286,4,1,0,marketing,low
0.43,2,140,3,1,0,sales,low
0.37,2,153,3,1,0,accounting,low
0.8,5,217,5,1,0,support,low
0.83,5,258,5,1,0,technical,low
0.39,2,156,3,1,0,management,low
0.77,5,255,5,1,0,marketing,low
0.43,2,129,3,1,0,marketing,low
0.79,4,234,5,1,0,marketing,low
0.39,2,152,3,1,0,sales,medium
0.1,7,300,4,1,0,sales,medium
0.39,2,131,3,1,0,sales,medium
0.11,6,301,4,1,0,sales,medium
0.4,2,156,3,1,0,sales,medium
0.42,2,141,3,1,0,sales,medium
0.57,4,219,2,1,0,sales,medium
0.11,7,269,5,1,0,sales,medium
0.36,4,276,2,1,0,sales,medium
0.11,7,302,4,1,0,sales,medium
0.35,6,281,2,1,0,sales,medium
0.78,5,241,5,1,0,sales,medium
0.11,7,288,4,1,0,sales,high
0.1,6,303,4,1,0,sales,low
0.42,2,135,3,1,0,sales,medium
0.43,2,127,3,1,0,sales,medium
0.79,5,245,5,1,0,sales,medium
0.45,2,145,3,1,0,sales,medium
0.09,6,248,4,1,0,sales,low
0.11,6,302,4,1,0,accounting,low
0.45,2,144,3,1,0,accounting,low
0.11,6,272,4,1,0,accounting,low
0.09,6,294,4,1,0,hr,low
0.78,4,296,3,1,0,hr,low
0.38,2,151,3,1,0,hr,low
0.82,4,249,5,1,0,hr,low
0.85,4,221,5,1,0,technical,low
0.45,2,146,3,1,0,technical,low
0.77,5,243,5,1,0,technical,low
0.39,2,127,3,1,0,technical,low
0.91,4,245,5,1,0,technical,low
0.11,6,264,4,1,0,technical,low
0.46,2,143,3,1,0,technical,low
0.43,2,135,3,1,0,technical,low
0.11,6,262,4,1,0,technical,low
0.1,6,299,4,1,0,technical,low
0.09,5,279,4,1,0,technical,low
0.36,2,155,3,1,0,support,low
0.11,6,264,4,1,0,support,low
0.09,6,256,5,1,0,support,medium
0.44,2,129,3,1,0,support,medium
0.73,5,217,6,1,0,support,medium
0.21,7,203,5,1,0,support,medium
0.8,4,264,5,1,0,support,medium
0.37,2,159,3,1,0,support,medium
0.79,5,218,5,1,0,support,medium
0.09,6,298,4,1,0,support,medium
0.75,6,134,3,1,0,support,medium
0.83,5,263,5,1,0,technical,medium
0.1,5,252,4,1,0,technical,medium
0.44,2,136,3,1,0,technical,medium
0.42,6,259,4,1,0,management,high
0.43,2,158,3,1,0,IT,low
0.09,7,307,4,1,0,IT,medium
0.44,2,152,3,1,0,IT,medium
0.81,5,237,5,1,0,IT,medium
0.1,7,284,4,1,0,IT,medium
0.1,6,243,4,1,0,product_mng,low
0.11,6,268,4,1,0,product_mng,low
0.09,6,244,4,1,0,product_mng,low
0.75,5,262,5,1,0,product_mng,low
0.38,2,134,3,1,0,IT,low
0.09,7,278,4,1,0,IT,low
0.74,5,238,5,1,0,IT,low
0.44,2,127,3,1,0,IT,low
0.76,4,259,5,1,0,RandD,low
0.42,2,146,3,1,0,RandD,low
0.75,4,243,5,1,0,RandD,low
0.36,2,137,3,1,0,marketing,low
0.75,5,229,5,1,0,sales,low
0.4,2,134,3,1,0,accounting,low
0.75,4,228,5,1,0,support,low
0.09,6,301,4,1,0,technical,low
0.39,2,127,3,1,0,management,low
0.4,2,142,3,1,0,marketing,low
0.39,2,131,3,1,0,marketing,low
0.1,7,310,5,1,0,marketing,low
0.42,2,148,3,1,0,sales,low
0.37,2,143,3,1,0,sales,medium
0.11,6,250,4,1,0,sales,medium
0.09,7,265,4,1,0,sales,medium
0.41,2,152,3,1,0,sales,medium
0.42,2,145,3,1,0,sales,medium
0.4,2,140,3,1,0,sales,medium
0.36,2,129,3,1,0,sales,medium
0.74,4,226,5,1,0,sales,medium
0.66,5,269,5,1,0,sales,medium
0.38,2,152,3,1,0,sales,medium
0.43,2,132,3,1,0,sales,medium
0.43,2,148,3,1,0,sales,medium
0.1,6,297,5,1,0,sales,high
0.82,4,274,5,1,0,sales,low
0.1,6,280,4,1,0,sales,medium
0.1,6,288,4,1,0,sales,medium
0.43,2,155,3,1,0,sales,medium
0.09,7,247,4,1,0,sales,medium
0.41,2,138,3,1,0,accounting,low
0.1,7,284,4,1,0,accounting,low
0.88,4,225,5,1,0,accounting,low
0.43,2,151,3,1,0,hr,low
0.42,2,155,3,1,0,hr,low
0.85,4,234,5,1,0,hr,low
0.38,2,144,3,1,0,hr,low
0.39,2,142,3,1,0,technical,low
0.41,2,126,3,1,0,technical,low
0.88,4,233,6,1,0,technical,low
0.78,4,241,5,1,0,technical,low
0.45,2,138,3,1,0,technical,low
0.09,6,260,4,1,0,technical,low
0.44,2,145,3,1,0,technical,low
0.11,6,252,4,1,0,technical,low
0.36,2,143,3,1,0,technical,low
0.86,4,270,5,1,0,technical,low
0.1,6,285,4,1,0,technical,low
0.45,2,149,3,1,0,support,low
0.42,2,158,3,1,0,support,low
0.36,2,134,3,1,0,support,low
0.45,2,129,3,1,0,support,medium
0.38,2,131,3,1,0,support,medium
0.11,6,288,4,1,0,support,medium
0.45,2,142,3,1,0,support,medium
0.87,5,227,5,1,0,support,medium
0.45,2,131,3,1,0,support,medium
0.1,6,283,5,1,0,support,medium
0.44,2,139,3,1,0,support,medium
0.78,4,267,5,1,0,technical,medium
0.38,2,148,3,1,0,technical,medium
0.85,5,272,6,1,0,technical,medium
0.36,2,148,3,1,0,management,medium
0.75,5,270,5,1,0,IT,high
0.81,4,218,5,1,0,IT,low
0.4,2,150,3,1,0,IT,medium
0.83,5,260,5,1,0,IT,medium
0.41,2,127,3,1,0,IT,medium
0.42,2,134,3,1,0,product_mng,medium
0.09,7,258,4,1,0,product_mng,low
0.87,5,304,5,1,0,product_mng,low
0.43,6,149,4,1,0,product_mng,low
0.39,2,139,3,1,0,IT,low
0.1,6,272,5,1,0,RandD,low
0.41,2,132,3,1,0,RandD,low
0.72,2,240,2,1,0,RandD,low
0.44,2,137,3,1,0,RandD,low
0.38,2,139,3,1,0,RandD,low
0.46,2,148,3,1,0,RandD,low
0.4,2,149,3,1,0,marketing,low
0.45,2,131,3,1,0,sales,low
0.89,5,262,5,1,0,accounting,low
0.1,7,284,4,1,0,support,low
0.46,2,161,3,1,0,technical,low
0.09,7,290,4,1,0,management,low
0.45,2,149,3,1,0,marketing,low
0.89,4,242,6,1,0,marketing,low
0.62,5,227,4,1,0,marketing,low
0.11,6,276,4,1,0,sales,low
0.44,2,135,3,1,0,sales,low
0.09,6,266,4,1,0,sales,medium
0.56,5,236,2,1,0,sales,medium
0.77,4,270,5,1,0,sales,medium
0.39,2,146,3,1,0,sales,medium
0.1,5,272,4,1,0,sales,medium
0.72,5,246,5,1,0,sales,medium
0.4,2,136,3,1,0,sales,medium
0.11,6,260,4,1,0,sales,medium
0.88,5,247,5,1,0,sales,medium
0.37,2,127,3,1,0,sales,medium
0.11,6,267,4,1,0,sales,medium
0.4,2,143,3,1,0,sales,medium
0.1,6,306,4,1,0,sales,high
0.62,3,131,4,1,0,sales,low
0.78,4,249,5,1,0,sales,medium
0.37,2,144,3,1,0,sales,medium
0.76,4,254,5,1,0,sales,medium
0.42,2,131,3,1,0,accounting,medium
0.1,6,272,4,1,0,accounting,low
0.42,2,157,3,1,0,accounting,low
0.1,7,301,4,1,0,hr,low
0.1,6,252,4,1,0,hr,low
0.42,2,130,3,1,0,hr,low
0.09,6,297,4,1,0,hr,low
0.1,6,248,4,1,0,technical,low
0.11,7,257,4,1,0,technical,low
0.44,2,147,3,1,0,technical,low
0.87,3,307,5,1,0,technical,low
0.44,2,154,3,1,0,technical,low
0.41,2,143,3,1,0,technical,low
0.51,4,134,3,1,0,technical,low
0.89,5,221,5,1,0,technical,low
0.1,6,275,4,1,0,technical,low
0.9,5,247,5,1,0,technical,low
0.36,2,131,3,1,0,technical,low
0.44,2,150,3,1,0,support,low
0.39,2,150,3,1,0,support,low
0.38,5,137,4,1,0,support,low
0.73,4,223,6,1,0,support,low
0.1,6,292,4,1,0,support,medium
0.89,5,130,4,1,0,support,medium
0.87,5,221,6,1,0,support,medium
0.84,4,245,5,1,0,support,medium
0.11,6,274,4,1,0,support,medium
0.74,5,248,5,1,0,support,medium
0.79,4,243,5,1,0,support,medium
0.1,7,273,4,1,0,technical,medium
0.83,5,221,5,1,0,technical,medium
0.1,6,271,4,1,0,technical,medium
0.45,2,157,3,1,0,management,medium
0.29,2,249,4,1,0,IT,medium
0.46,2,145,3,1,0,IT,high
0.11,6,262,5,1,0,IT,low
0.75,5,272,5,1,0,IT,medium
0.4,2,129,3,1,0,IT,medium
0.37,2,134,3,1,0,product_mng,medium
0.41,2,147,3,1,0,product_mng,medium
0.1,6,293,4,1,0,product_mng,low
0.39,2,129,3,1,0,product_mng,low
0.4,2,140,3,1,0,IT,low
0.41,2,132,3,1,0,RandD,low
0.11,6,284,4,1,0,RandD,low
0.74,5,263,5,1,0,RandD,low
0.42,2,143,3,1,0,RandD,low
0.88,4,265,5,1,0,RandD,low
0.37,2,147,3,1,0,RandD,low
0.78,4,253,5,1,0,marketing,low
0.46,2,141,3,1,0,sales,low
0.74,5,222,6,1,0,accounting,low
0.11,6,273,4,1,0,support,low
0.8,5,240,6,1,0,technical,low
0.37,2,154,3,1,0,management,low
0.87,4,253,6,1,0,marketing,low
0.9,5,221,5,1,0,marketing,low
0.1,6,263,4,1,0,marketing,low
0.43,2,145,3,1,0,sales,low
0.11,6,279,4,1,0,sales,low
0.4,2,146,3,1,0,sales,low
0.09,7,270,4,1,0,sales,medium
0.4,2,135,3,1,0,sales,medium
0.14,5,236,3,1,0,sales,medium
0.4,2,151,3,1,0,sales,medium
0.11,6,244,4,1,0,sales,medium
0.72,4,169,3,1,0,sales,medium
0.39,2,157,3,1,0,sales,medium
0.82,4,246,5,1,0,sales,medium
0.41,2,142,3,1,0,sales,medium
0.45,2,156,3,1,0,sales,medium
0.2,6,281,5,1,0,sales,medium
0.43,2,146,3,1,0,sales,medium
0.39,2,156,3,1,0,sales,high
0.11,6,299,4,1,0,sales,low
0.45,2,136,3,1,0,sales,medium
0.11,6,272,4,1,0,sales,medium
0.84,5,240,5,1,0,accounting,medium
0.86,5,245,6,1,0,accounting,medium
0.79,5,269,5,1,0,accounting,low
0.39,2,130,3,1,0,hr,low
0.15,4,257,3,1,0,hr,low
0.81,4,241,5,1,0,hr,low
0.39,2,136,3,1,0,hr,low
0.92,4,219,5,1,0,technical,low
0.9,5,271,5,1,0,technical,low
0.32,2,280,4,1,0,technical,low
0.46,2,140,3,1,0,technical,low
0.83,4,254,5,1,0,technical,low
0.39,2,131,3,1,0,technical,low
0.2,6,138,3,1,0,technical,low
0.11,6,295,4,1,0,technical,low
0.11,6,301,5,1,0,technical,low
0.1,7,296,4,1,0,technical,low
0.75,5,246,5,1,0,technical,low
0.44,2,145,3,1,0,support,low
0.86,5,241,5,1,0,support,low
0.1,6,269,4,1,0,support,low
0.39,2,146,3,1,0,support,low
0.45,2,149,3,1,0,support,low
0.1,7,287,4,1,0,support,medium
0.36,2,138,3,1,0,support,medium
0.57,4,158,5,1,0,support,medium
0.09,6,266,4,1,0,support,medium
0.87,4,255,5,1,0,support,medium
0.43,2,156,3,1,0,support,medium
0.36,2,147,3,1,0,technical,medium
